episodes,time_step,history_queue_length,send_fail,calculated_reward
37,700,13,1,-9.810714285714285
37,750,15,0,-2.8699999999999997
37,800,13,1,-9.803571428571429
37,850,14,0,-2.875
37,900,17,1,-8.233333333333333
37,950,12,3,-22.296666666666667
37,1000,12,0,-2.891666666666667
37,1050,11,6,-37.129411764705885
37,1100,14,0,-2.8714285714285714
37,1150,14,3,-19.99411764705882
37,1200,15,0,-2.8666666666666667
37,1250,8,2,-22.27
37,1300,17,7,-31.191666666666666
37,1350,14,3,-20.0
37,1400,18,6,-27.116666666666664
37,1450,18,1,-7.934210526315789
37,1500,13,1,-9.799999999999999
37,1550,15,2,-14.282352941176471
37,1600,15,0,-2.8466666666666662
37,1650,13,3,-21.103125
37,1700,16,0,-2.8625
37,1750,12,1,-10.357692307692307
37,1800,20,3,-15.493478260869566
37,1850,15,1,-8.90625
37,1900,11,2,-17.842307692307692
37,1950,17,0,-2.8470588235294114
37,2000,20,0,-2.83
38,50,12,2,-16.775
38,100,11,1,-10.987499999999999
38,150,14,3,-19.96470588235294
38,200,13,3,-21.090625
38,250,13,0,-2.8692307692307697
38,300,12,1,-10.338461538461539
38,350,12,7,-38.647368421052626
38,400,16,0,-2.85
38,450,12,1,-10.365384615384615
38,500,16,0,-2.8656250000000005
38,550,14,3,-19.973529411764705
38,600,17,2,-13.089473684210526
38,650,11,1,-10.991666666666667
38,700,11,0,-2.918181818181819
38,750,11,3,-23.7
38,800,14,1,-9.35
38,850,15,1,-8.90625
38,900,17,1,-8.227777777777778
38,950,11,1,-10.987500000000002
38,1000,17,1,-8.238888888888889
38,1050,14,1,-9.35
38,1100,13,2,-15.816666666666666
38,1150,15,1,-8.925
38,1200,14,1,-9.333333333333334
38,1250,19,4,-19.715217391304346
38,1300,13,1,-9.814285714285715
38,1350,9,6,-41.7
38,1400,19,0,-2.836842105263158
38,1450,13,3,-21.0625
38,1500,17,3,-17.4075
38,1550,12,2,-16.75
38,1600,12,1,-10.326923076923077
38,1650,11,3,-23.7
38,1700,13,0,-2.861538461538461
38,1750,11,4,-28.790000000000003
38,1800,19,0,-2.8342105263157893
38,1850,8,3,-29.427272727272726
38,1900,11,1,-10.950000000000001
38,1950,9,1,-12.64
38,2000,18,1,-7.934210526315789
39,50,17,0,-2.8441176470588236
39,100,17,0,-2.8529411764705883
39,150,11,2,-17.834615384615383
39,200,12,3,-22.313333333333333
39,250,10,6,-39.284375
39,300,17,0,-2.8441176470588236
39,350,11,2,-17.81923076923077
39,400,11,4,-28.783333333333335
39,450,15,2,-14.282352941176471
39,500,15,2,-14.276470588235293
39,550,15,0,-2.863333333333334
39,600,18,2,-12.5525
39,650,14,1,-9.333333333333334
39,700,10,2,-19.058333333333334
39,750,15,2,-14.282352941176471
39,800,14,2,-15.0125
39,850,12,1,-10.357692307692307
39,900,13,3,-21.08125
39,950,11,2,-17.846153846153847
39,1000,13,2,-15.803333333333335
39,1050,11,6,-37.141176470588235
39,1100,8,3,-29.40909090909091
39,1150,15,2,-14.276470588235293
39,1200,14,2,-14.978125
39,1250,15,2,-14.299999999999999
39,1300,18,0,-2.8388888888888886
39,1350,13,0,-2.8692307692307697
39,1400,17,0,-2.861764705882353
39,1450,15,2,-14.261764705882353
39,1500,13,2,-15.813333333333333
39,1550,20,2,-11.65
39,1600,17,2,-13.060526315789474
39,1650,8,4,-35.270833333333336
39,1700,10,5,-35.230000000000004
39,1750,4,2,-35.300000000000004
39,1800,13,1,-9.832142857142857
39,1850,11,4,-28.773333333333333
39,1900,13,1,-9.799999999999999
39,1950,18,2,-12.552499999999998
39,2000,18,0,-2.852777777777778
40,50,12,2,-16.75
40,100,15,5,-27.119999999999997
40,150,11,2,-17.8
40,200,21,0,-2.8190476190476192
40,250,11,3,-23.70357142857143
40,300,16,1,-8.564705882352941
40,350,13,1,-9.785714285714286
40,400,12,4,-27.13125
40,450,13,0,-2.8500000000000005
40,500,16,2,-13.619444444444445
40,550,16,1,-8.555882352941175
40,600,11,2,-17.76923076923077
40,650,15,3,-19.019444444444446
40,700,16,1,-8.541176470588235
40,750,21,0,-2.816666666666667
40,800,20,0,-2.8224999999999993
40,850,17,0,-2.8441176470588228
40,900,10,3,-25.326923076923077
40,950,13,5,-29.827777777777776
40,1000,14,0,-2.8607142857142853
40,1050,14,2,-14.99375
40,1100,15,3,-19.019444444444446
40,1150,10,2,-19.095833333333335
40,1200,18,2,-12.5375
40,1250,14,1,-9.336666666666668
40,1300,16,4,-22.285
40,1350,11,1,-11.004166666666668
40,1400,5,4,-46.08888888888889
40,1450,9,4,-32.792307692307695
40,1500,14,1,-9.336666666666668
40,1550,11,0,-2.909090909090909
40,1600,12,3,-22.246666666666666
40,1650,13,3,-21.10625
40,1700,13,2,-15.82
40,1750,16,1,-8.558823529411764
40,1800,10,2,-19.05
40,1850,11,1,-10.975000000000001
40,1900,13,2,-15.81
40,1950,13,2,-15.806666666666667
40,2000,12,2,-16.78214285714286
41,50,13,1,-9.825000000000001
41,100,12,5,-31.42941176470588
41,150,14,0,-2.882142857142857
41,200,12,3,-22.276666666666664
41,250,17,0,-2.838235294117647
41,300,19,1,-7.677499999999999
41,350,16,0,-2.8593750000000004
41,400,18,3,-16.702380952380953
41,450,13,1,-9.803571428571429
41,500,21,1,-7.236363636363635
41,550,20,1,-7.449999999999999
41,600,13,2,-15.803333333333335
41,650,8,6,-44.50714285714286
41,700,15,2,-14.273529411764706
41,750,16,1,-8.555882352941175
41,800,11,1,-10.958333333333334
41,850,15,2,-14.264705882352942
41,900,12,4,-27.128125
41,950,11,3,-23.70357142857143
41,1000,8,3,-29.372727272727275
41,1050,14,2,-14.96875
41,1100,15,2,-14.258823529411766
41,1150,10,3,-25.357692307692307
41,1200,10,3,-25.307692307692307
41,1250,14,2,-14.996875
41,1300,11,0,-2.913636363636364
41,1350,12,3,-22.279999999999998
41,1400,18,1,-7.95
41,1450,16,1,-8.544117647058824
41,1500,12,1,-10.36923076923077
41,1550,15,3,-19.03611111111111
41,1600,14,1,-9.326666666666666
41,1650,9,1,-12.6
41,1700,12,2,-16.77857142857143
41,1750,13,4,-25.70294117647059
41,1800,13,2,-15.793333333333333
41,1850,12,5,-31.470588235294116
41,1900,16,1,-8.558823529411764
41,1950,14,0,-2.8785714285714294
41,2000,17,0,-2.8470588235294123
42,50,16,0,-2.8500000000000005
42,100,17,2,-13.047368421052632
42,150,21,0,-2.8285714285714283
42,200,17,2,-13.057894736842105
42,250,13,1,-9.792857142857143
42,300,13,3,-21.05625
42,350,13,2,-15.826666666666666
42,400,10,6,-39.2875
42,450,19,0,-2.8342105263157893
42,500,15,0,-2.86
42,550,15,1,-8.934375
42,600,15,1,-8.921875
42,650,12,1,-10.326923076923077
42,700,18,1,-7.963157894736843
42,750,11,2,-17.83076923076923
42,800,11,2,-17.826923076923077
42,850,17,2,-13.049999999999999
42,900,13,2,-15.836666666666668
42,950,18,2,-12.532499999999999
42,1000,13,1,-9.825000000000001
42,1050,20,1,-7.449999999999999
42,1100,16,0,-2.85625
42,1150,11,5,-33.19375
42,1200,15,1,-8.934375000000001
42,1250,9,2,-20.54090909090909
42,1300,13,3,-21.0375
42,1350,12,3,-22.253333333333334
42,1400,12,1,-10.376923076923077
42,1450,9,3,-27.162499999999998
42,1500,18,3,-16.728571428571428
42,1550,9,2,-20.55
42,1600,13,1,-9.821428571428571
42,1650,13,4,-25.708823529411767
42,1700,18,0,-2.841666666666667
42,1750,14,2,-15.00625
42,1800,14,1,-9.33
42,1850,9,4,-32.746153846153845
42,1900,18,0,-2.8472222222222223
42,1950,22,0,-2.8068181818181817
42,2000,19,0,-2.8342105263157893
43,50,13,0,-2.892307692307693
43,100,12,1,-10.353846153846153
43,150,14,2,-15.003125
43,200,15,3,-19.03611111111111
43,250,16,0,-2.84375
43,300,7,3,-32.055
43,350,12,1,-10.365384615384615
43,400,12,2,-16.739285714285714
43,450,19,2,-12.066666666666666
43,500,13,1,-9.828571428571427
43,550,14,2,-15.0
43,600,16,2,-13.636111111111111
43,650,15,0,-2.8733333333333335
43,700,14,0,-2.8464285714285715
43,750,9,5,-37.58571428571429
43,800,10,1,-11.75
43,850,19,0,-2.8342105263157897
43,900,18,0,-2.8277777777777775
43,950,12,1,-10.384615384615385
43,1000,12,4,-27.15625
43,1050,13,8,-39.86190476190476
43,1100,16,0,-2.85
43,1150,12,2,-16.75714285714286
43,1200,14,4,-24.438888888888886
43,1250,18,0,-2.838888888888889
43,1300,12,1,-10.36153846153846
43,1350,12,4,-27.121875
43,1400,9,2,-20.595454545454547
43,1450,14,2,-15.003125
43,1500,18,2,-12.5475
43,1550,13,1,-9.803571428571429
43,1600,16,0,-2.8593749999999996
43,1650,11,2,-17.815384615384616
43,1700,12,0,-2.8958333333333335
43,1750,18,1,-7.9526315789473685
43,1800,18,0,-2.841666666666667
43,1850,18,2,-12.535
43,1900,11,2,-17.807692307692307
43,1950,17,0,-2.847058823529412
43,2000,12,1,-10.365384615384615
44,50,12,1,-10.350000000000001
44,100,14,5,-28.402631578947368
44,150,12,1,-10.350000000000001
44,200,17,1,-8.252777777777778
44,250,14,0,-2.867857142857143
44,300,12,1,-10.350000000000001
44,350,19,0,-2.831578947368421
44,400,12,3,-22.293333333333333
44,450,16,1,-8.58235294117647
44,500,9,2,-20.53181818181818
44,550,14,3,-20.011764705882353
44,600,14,1,-9.356666666666666
44,650,10,3,-25.273076923076925
44,700,8,4,-35.2875
44,750,15,1,-8.915625
44,800,13,1,-9.814285714285715
44,850,18,1,-7.939473684210528
44,900,11,1,-10.983333333333334
44,950,12,4,-27.146875
44,1000,13,0,-2.876923076923077
44,1050,16,3,-18.181578947368422
44,1100,15,3,-19.033333333333335
44,1150,18,1,-7.9526315789473685
44,1200,13,1,-9.807142857142859
44,1250,11,1,-10.983333333333334
44,1300,12,2,-16.760714285714286
44,1350,14,1,-9.32
44,1400,13,1,-9.803571428571429
44,1450,15,0,-2.866666666666667
44,1500,18,1,-7.939473684210526
44,1550,15,1,-8.91875
44,1600,15,1,-8.925
44,1650,19,0,-2.8342105263157893
44,1700,10,4,-30.614285714285717
44,1750,17,2,-13.063157894736841
44,1800,11,4,-28.723333333333336
44,1850,10,2,-19.079166666666666
44,1900,12,2,-16.72142857142857
44,1950,12,2,-16.739285714285714
44,2000,14,2,-15.006250000000001
45,50,17,0,-2.8352941176470585
45,100,17,1,-8.247222222222222
45,150,19,1,-7.685
45,200,10,2,-19.070833333333333
45,250,13,1,-9.825000000000001
45,300,17,1,-8.233333333333333
45,350,12,3,-22.28666666666667
45,400,11,1,-10.983333333333334
45,450,12,2,-16.775000000000002
45,500,14,0,-2.8535714285714286
45,550,16,1,-8.573529411764707
45,600,12,4,-27.159375
45,650,17,1,-8.241666666666667
45,700,17,1,-8.238888888888889
45,750,14,1,-9.340000000000002
45,800,11,7,-40.64722222222222
45,850,15,0,-2.8633333333333337
45,900,12,2,-16.739285714285714
45,950,13,2,-15.806666666666667
45,1000,12,2,-16.728571428571428
45,1050,15,2,-14.297058823529412
45,1100,16,4,-22.2625
45,1150,16,1,-8.564705882352941
45,1200,13,0,-2.880769230769231
45,1250,16,2,-13.649999999999999
45,1300,14,1,-9.346666666666666
45,1350,12,1,-10.338461538461539
45,1400,12,3,-22.296666666666667
45,1450,15,0,-2.8666666666666667
45,1500,15,2,-14.258823529411766
45,1550,16,2,-13.644444444444444
45,1600,14,2,-14.978125
45,1650,15,3,-19.049999999999997
45,1700,18,0,-2.838888888888888
45,1750,15,2,-14.255882352941176
45,1800,12,1,-10.365384615384615
45,1850,18,0,-2.8472222222222223
45,1900,10,1,-11.72272727272727
45,1950,12,1,-10.311538461538463
45,2000,18,2,-12.5475
46,50,14,0,-2.882142857142857
46,100,13,2,-15.786666666666667
46,150,15,5,-27.1175
46,200,14,0,-2.857142857142857
46,250,13,2,-15.796666666666665
46,300,13,1,-9.835714285714285
46,350,13,3,-21.075
46,400,15,2,-14.270588235294118
46,450,9,3,-27.175
46,500,19,1,-7.6775
46,550,12,2,-16.725
46,600,12,4,-27.153125
46,650,7,4,-38.17727272727273
46,700,10,4,-30.610714285714288
46,750,18,0,-2.830555555555555
46,800,20,1,-7.449999999999999
46,850,11,2,-17.765384615384615
46,900,13,0,-2.8884615384615384
46,950,17,1,-8.244444444444445
46,1000,16,0,-2.828125
46,1050,11,4,-28.75
46,1100,17,0,-2.838235294117647
46,1150,12,2,-16.70714285714286
46,1200,14,0,-2.889285714285715
46,1250,12,2,-16.764285714285712
46,1300,17,0,-2.826470588235294
46,1350,17,0,-2.864705882352941
46,1400,12,5,-31.44411764705882
46,1450,9,2,-20.581818181818182
46,1500,15,5,-27.110000000000003
46,1550,11,3,-23.724999999999998
46,1600,18,0,-2.8444444444444446
46,1650,10,4,-30.63214285714286
46,1700,10,2,-19.058333333333334
46,1750,14,1,-9.32
46,1800,13,2,-15.803333333333335
46,1850,15,1,-8.8875
46,1900,16,0,-2.9031250000000006
46,1950,17,1,-8.238888888888889
46,2000,12,3,-22.243333333333332
47,50,13,0,-2.896153846153846
47,100,11,5,-33.20625
47,150,13,2,-15.81
47,200,16,1,-8.547058823529412
47,250,17,1,-8.238888888888889
47,300,15,1,-8.934375
47,350,14,3,-19.976470588235294
47,400,5,4,-46.077777777777776
47,450,16,1,-8.555882352941175
47,500,17,0,-2.861764705882353
47,550,15,1,-8.9
47,600,12,3,-22.313333333333333
47,650,14,2,-15.0125
47,700,17,0,-2.844117647058824
47,750,17,2,-13.049999999999999
47,800,17,0,-2.838235294117647
47,850,13,2,-15.823333333333332
47,900,17,2,-13.057894736842105
47,950,13,1,-9.807142857142859
47,1000,14,3,-20.011764705882353
47,1050,11,1,-11.008333333333333
47,1100,11,2,-17.792307692307695
47,1150,16,2,-13.600000000000001
47,1200,13,0,-2.9038461538461533
47,1250,10,2,-19.037499999999998
47,1300,17,0,-2.8499999999999996
47,1350,9,3,-27.1375
47,1400,11,3,-23.667857142857144
47,1450,11,3,-23.707142857142856
47,1500,13,3,-21.075
47,1550,11,4,-28.743333333333332
47,1600,9,6,-41.766666666666666
47,1650,14,2,-14.9875
47,1700,15,1,-8.925
47,1750,13,1,-9.785714285714286
47,1800,13,1,-9.825000000000001
47,1850,12,2,-16.739285714285714
47,1900,10,2,-19.070833333333333
47,1950,14,4,-24.46388888888889
47,2000,9,1,-12.635
48,50,9,1,-12.63
48,100,17,0,-2.847058823529412
48,150,12,6,-35.230555555555554
48,200,10,1,-11.731818181818182
48,250,11,4,-28.759999999999998
48,300,12,1,-10.357692307692307
48,350,17,0,-2.8499999999999996
48,400,12,2,-16.735714285714288
48,450,13,1,-9.825000000000001
48,500,14,3,-19.988235294117647
48,550,12,3,-22.303333333333335
48,600,14,1,-9.323333333333332
48,650,10,3,-25.319230769230767
48,700,14,5,-28.40526315789474
48,750,13,1,-9.821428571428571
48,800,11,2,-17.807692307692307
48,850,13,2,-15.796666666666665
48,900,13,1,-9.814285714285715
48,950,15,0,-2.86
48,1000,13,3,-21.078125
48,1050,19,1,-7.685
48,1100,15,1,-8.91875
48,1150,14,2,-15.0
48,1200,22,0,-2.8090909090909086
48,1250,11,4,-28.793333333333333
48,1300,17,0,-2.838235294117647
48,1350,22,0,-2.818181818181819
48,1400,15,0,-2.853333333333333
48,1450,13,1,-9.832142857142857
48,1500,17,1,-8.227777777777778
48,1550,14,3,-20.0
48,1600,14,2,-14.996875
48,1650,13,2,-15.816666666666666
48,1700,12,2,-16.70714285714286
48,1750,16,2,-13.652777777777779
48,1800,18,0,-2.8416666666666663
48,1850,17,0,-2.8470588235294114
48,1900,21,0,-2.814285714285714
48,1950,13,3,-21.05625
48,2000,16,0,-2.865625
49,50,13,2,-15.813333333333333
49,100,12,1,-10.392307692307693
49,150,17,1,-8.23611111111111
49,200,20,1,-7.447619047619048
49,250,25,0,-2.7999999999999994
49,300,20,0,-2.8275
49,350,9,3,-27.15833333333333
49,400,14,0,-2.860714285714286
49,450,13,1,-9.803571428571429
49,500,13,1,-9.817857142857141
49,550,14,1,-9.346666666666666
49,600,13,4,-25.708823529411767
49,650,10,2,-19.075
49,700,17,2,-13.052631578947368
49,750,19,0,-2.823684210526316
49,800,12,1,-10.36923076923077
49,850,12,4,-27.125
49,900,10,6,-39.296875
49,950,16,0,-2.8624999999999994
49,1000,16,0,-2.84375
49,1050,17,0,-2.8558823529411765
49,1100,10,5,-35.25
49,1150,16,1,-8.538235294117648
49,1200,10,2,-19.095833333333335
49,1250,9,6,-41.723333333333336
49,1300,15,1,-8.934375000000001
49,1350,23,0,-2.8043478260869565
49,1400,12,4,-27.153125
49,1450,17,2,-13.049999999999999
49,1500,17,0,-2.85
49,1550,14,2,-14.978125
49,1600,7,5,-43.35833333333333
49,1650,15,1,-8.91875
49,1700,14,3,-19.970588235294116
49,1750,13,1,-9.817857142857141
49,1800,17,3,-17.4125
49,1850,17,1,-8.238888888888889
49,1900,11,2,-17.803846153846155
49,1950,13,2,-15.806666666666667
49,2000,15,3,-19.02777777777778
50,50,16,2,-13.633333333333333
50,100,15,1,-8.925
50,150,20,0,-2.8299999999999996
50,200,7,1,-15.15625
50,250,21,3,-14.952083333333334
50,300,14,1,-9.33
50,350,10,4,-30.63214285714286
50,400,14,3,-19.985294117647058
50,450,14,0,-2.8642857142857148
50,500,10,4,-30.635714285714283
50,550,15,2,-14.258823529411766
50,600,15,1,-8.93125
50,650,15,1,-8.934375
50,700,20,0,-2.8225
50,750,17,0,-2.8500000000000005
50,800,16,0,-2.85625
50,850,16,4,-22.265
50,900,13,1,-9.828571428571427
50,950,13,3,-21.05
50,1000,12,3,-22.293333333333333
50,1050,21,1,-7.213636363636363
50,1100,19,1,-7.685
50,1150,13,0,-2.8961538461538456
50,1200,15,1,-8.909375
50,1250,10,0,-2.8750000000000004
50,1300,13,5,-29.84722222222222
50,1350,15,2,-14.288235294117648
50,1400,17,2,-13.06578947368421
50,1450,14,1,-9.353333333333333
50,1500,12,3,-22.266666666666666
50,1550,9,1,-12.65
50,1600,15,0,-2.8633333333333337
50,1650,20,0,-2.83
50,1700,15,0,-2.8666666666666667
50,1750,14,1,-9.313333333333333
50,1800,17,1,-8.230555555555556
50,1850,18,0,-2.8305555555555557
50,1900,19,0,-2.8342105263157897
50,1950,15,0,-2.8633333333333337
50,2000,12,2,-16.764285714285712
51,50,12,1,-10.36923076923077
51,100,19,1,-7.68
51,150,10,1,-11.668181818181818
51,200,11,3,-23.692857142857143
51,250,19,1,-7.69
51,300,16,0,-2.8625
51,350,13,4,-25.688235294117646
51,400,19,0,-2.8342105263157897
51,450,13,2,-15.773333333333333
51,500,16,2,-13.627777777777778
51,550,21,1,-7.222727272727272
51,600,10,1,-11.75
51,650,17,0,-2.8441176470588236
51,700,11,1,-10.966666666666667
51,750,18,0,-2.8333333333333335
51,800,16,1,-8.555882352941175
51,850,12,2,-16.72142857142857
51,900,17,2,-13.06842105263158
51,950,14,1,-9.336666666666668
51,1000,12,0,-2.9166666666666665
51,1050,16,2,-13.644444444444444
51,1100,10,2,-19.066666666666666
51,1150,18,1,-7.957894736842104
51,1200,15,1,-8.9
51,1250,13,1,-9.828571428571427
51,1300,14,2,-14.99375
51,1350,15,2,-14.276470588235293
51,1400,14,1,-9.313333333333333
51,1450,14,0,-2.882142857142857
51,1500,13,3,-21.075
51,1550,11,1,-10.991666666666667
51,1600,17,1,-8.238888888888889
51,1650,15,0,-2.856666666666667
51,1700,19,0,-2.839473684210526
51,1750,15,0,-2.863333333333333
51,1800,13,2,-15.833333333333334
51,1850,18,2,-12.545
51,1900,18,2,-12.535
51,1950,10,1,-11.72272727272727
51,2000,13,3,-21.071875
52,50,14,2,-15.015625
52,100,9,3,-27.150000000000002
52,150,13,0,-2.8769230769230774
52,200,16,1,-8.573529411764707
52,250,16,3,-18.16578947368421
52,300,14,2,-14.99375
52,350,11,4,-28.736666666666668
52,400,17,1,-8.23611111111111
52,450,9,1,-12.629999999999999
52,500,13,5,-29.852777777777778
52,550,13,6,-33.51578947368421
52,600,8,1,-13.75
52,650,16,2,-13.636111111111113
52,700,13,3,-21.08125
52,750,15,2,-14.261764705882353
52,800,14,3,-19.98235294117647
52,850,14,1,-9.346666666666666
52,900,18,0,-2.8277777777777775
52,950,12,3,-22.31
52,1000,12,1,-10.373076923076923
52,1050,13,3,-21.0875
52,1100,13,1,-9.825000000000001
52,1150,17,2,-13.06842105263158
52,1200,16,1,-8.552941176470588
52,1250,16,0,-2.8625000000000003
52,1300,18,2,-12.555
52,1350,15,2,-14.270588235294117
52,1400,12,3,-22.3
52,1450,12,1,-10.353846153846153
52,1500,9,2,-20.581818181818182
52,1550,15,1,-8.928125
52,1600,12,2,-16.74642857142857
52,1650,15,5,-27.125
52,1700,15,0,-2.856666666666667
52,1750,11,3,-23.728571428571428
52,1800,15,2,-14.241176470588234
52,1850,12,1,-10.384615384615385
52,1900,15,1,-8.9375
52,1950,16,3,-18.189473684210526
52,2000,14,0,-2.8785714285714286
53,50,14,1,-9.346666666666666
53,100,14,2,-14.971875
53,150,16,0,-2.846875
53,200,12,1,-10.36153846153846
53,250,10,3,-25.292307692307695
53,300,18,1,-7.939473684210526
53,350,18,0,-2.8361111111111117
53,400,14,2,-14.984375
53,450,17,2,-13.071052631578947
53,500,15,2,-14.279411764705882
53,550,13,2,-15.8
53,600,15,1,-8.9125
53,650,9,2,-20.581818181818182
53,700,15,1,-8.925
53,750,17,1,-8.23611111111111
53,800,15,3,-19.030555555555555
53,850,14,1,-9.32
53,900,16,2,-13.644444444444444
53,950,12,2,-16.742857142857144
53,1000,12,2,-16.735714285714288
53,1050,14,0,-2.864285714285714
53,1100,12,7,-38.623684210526314
53,1150,16,1,-8.538235294117648
53,1200,14,2,-15.0
53,1250,14,4,-24.430555555555557
53,1300,17,1,-8.23611111111111
53,1350,13,2,-15.826666666666666
53,1400,11,2,-17.784615384615385
53,1450,14,1,-9.346666666666666
53,1500,14,0,-2.8892857142857147
53,1550,13,3,-21.028125
53,1600,13,3,-21.109375
53,1650,13,1,-9.789285714285715
53,1700,10,1,-11.7
53,1750,17,3,-17.4125
53,1800,9,3,-27.21666666666667
53,1850,14,0,-2.8714285714285714
53,1900,14,3,-20.008823529411764
53,1950,16,2,-13.630555555555555
53,2000,16,0,-2.859375
54,50,9,3,-27.208333333333332
54,100,13,2,-15.803333333333335
54,150,15,1,-8.915625
54,200,10,3,-25.28076923076923
54,250,16,1,-8.564705882352941
54,300,12,2,-16.742857142857144
54,350,17,0,-2.8441176470588236
54,400,13,1,-9.814285714285715
54,450,21,0,-2.826190476190476
54,500,18,0,-2.841666666666667
54,550,14,4,-24.422222222222224
54,600,10,6,-39.303125
54,650,12,2,-16.767857142857142
54,700,12,2,-16.764285714285712
54,750,15,2,-14.28529411764706
54,800,16,1,-8.538235294117646
54,850,15,3,-19.041666666666668
54,900,10,0,-2.875000000000001
54,950,16,1,-8.561764705882354
54,1000,14,1,-9.333333333333334
54,1050,15,2,-14.291176470588235
54,1100,9,1,-12.584999999999999
54,1150,14,2,-14.978125
54,1200,14,1,-9.33
54,1250,13,1,-9.817857142857141
54,1300,19,0,-2.8394736842105264
54,1350,14,1,-9.336666666666668
54,1400,13,2,-15.8
54,1450,12,1,-10.376923076923077
54,1500,11,2,-17.76153846153846
54,1550,9,1,-12.645
54,1600,12,2,-16.75357142857143
54,1650,20,0,-2.8225
54,1700,13,2,-15.796666666666665
54,1750,15,1,-8.928125
54,1800,14,2,-15.003125
54,1850,15,0,-2.8666666666666667
54,1900,14,0,-2.8642857142857143
54,1950,13,2,-15.83
54,2000,15,1,-8.928125
55,50,14,0,-2.875
55,100,15,1,-8.9375
55,150,14,1,-9.303333333333335
55,200,13,1,-9.814285714285715
55,250,12,2,-16.732142857142858
55,300,12,2,-16.742857142857144
55,350,12,3,-22.313333333333333
55,400,9,2,-20.554545454545455
55,450,18,1,-7.934210526315789
55,500,14,1,-9.34
55,550,11,3,-23.67142857142857
55,600,16,0,-2.86875
55,650,18,1,-7.944736842105263
55,700,14,0,-2.8642857142857143
55,750,10,2,-19.108333333333334
55,800,16,1,-8.573529411764707
55,850,12,2,-16.728571428571428
55,900,11,4,-28.766666666666666
55,950,11,5,-33.21875
55,1000,14,1,-9.303333333333335
55,1050,12,1,-10.346153846153847
55,1100,16,2,-13.647222222222222
55,1150,13,3,-21.05625
55,1200,19,0,-2.8368421052631576
55,1250,12,2,-16.75
55,1300,18,0,-2.838888888888889
55,1350,12,2,-16.760714285714286
55,1400,7,2,-24.516666666666666
55,1450,16,0,-2.85625
55,1500,19,1,-7.6775
55,1550,17,1,-8.25
55,1600,13,2,-15.803333333333335
55,1650,16,1,-8.564705882352941
55,1700,15,2,-14.26764705882353
55,1750,17,2,-13.073684210526316
55,1800,15,0,-2.8600000000000003
55,1850,12,2,-16.72142857142857
55,1900,12,3,-22.296666666666667
55,1950,12,3,-22.266666666666666
55,2000,11,5,-33.265625
56,50,14,0,-2.882142857142857
56,100,10,1,-11.681818181818182
56,150,11,5,-33.21875
56,200,12,6,-35.24444444444444
56,250,10,1,-11.70909090909091
56,300,11,4,-28.766666666666666
56,350,14,0,-2.875
56,400,17,3,-17.415
56,450,15,1,-8.93125
56,500,13,1,-9.825000000000001
56,550,11,2,-17.81923076923077
56,600,9,3,-27.179166666666664
56,650,17,1,-8.247222222222222
56,700,14,0,-2.864285714285714
56,750,19,2,-12.083333333333334
56,800,10,1,-11.736363636363636
56,850,11,2,-17.876923076923077
56,900,14,4,-24.41111111111111
56,950,10,4,-30.642857142857142
56,1000,10,1,-11.745454545454544
56,1050,8,2,-22.285
56,1100,13,3,-21.059375
56,1150,21,1,-7.2340909090909085
56,1200,13,1,-9.814285714285715
56,1250,15,1,-8.931249999999999
56,1300,17,1,-8.244444444444445
56,1350,13,3,-21.06875
56,1400,18,0,-2.8388888888888886
56,1450,20,3,-15.465217391304348
56,1500,20,0,-2.825
56,1550,11,2,-17.807692307692307
56,1600,14,1,-9.326666666666666
56,1650,17,0,-2.847058823529412
56,1700,12,3,-22.316666666666666
56,1750,15,2,-14.285294117647059
56,1800,11,3,-23.682142857142857
56,1850,20,1,-7.43095238095238
56,1900,11,2,-17.78846153846154
56,1950,13,1,-9.810714285714287
56,2000,20,1,-7.440476190476191
57,50,16,0,-2.8562499999999997
57,100,14,2,-14.990625
57,150,13,1,-9.825000000000001
57,200,17,1,-8.225000000000001
57,250,16,0,-2.8562499999999997
57,300,14,2,-14.971875
57,350,19,0,-2.828947368421052
57,400,11,2,-17.834615384615383
57,450,14,1,-9.313333333333333
57,500,13,0,-2.9076923076923076
57,550,20,2,-11.65227272727273
57,600,12,1,-10.346153846153847
57,650,10,1,-11.713636363636363
57,700,11,2,-17.853846153846156
57,750,14,1,-9.346666666666666
57,800,11,1,-10.954166666666666
57,850,13,0,-2.8769230769230774
57,900,12,3,-22.30666666666667
57,950,12,2,-16.732142857142858
57,1000,18,1,-7.9526315789473685
57,1050,14,1,-9.32
57,1100,16,0,-2.8718749999999997
57,1150,17,1,-8.219444444444443
57,1200,14,2,-15.003125
57,1250,13,1,-9.821428571428571
57,1300,19,3,-16.077272727272728
57,1350,15,2,-14.273529411764706
57,1400,15,0,-2.8699999999999997
57,1450,14,3,-19.97941176470588
57,1500,15,0,-2.873333333333334
57,1550,16,0,-2.853125
57,1600,16,1,-8.544117647058824
57,1650,16,2,-13.661111111111111
57,1700,12,1,-10.353846153846153
57,1750,15,0,-2.8633333333333337
57,1800,18,1,-7.947368421052632
57,1850,14,2,-14.99375
57,1900,12,3,-22.303333333333335
57,1950,13,5,-29.833333333333332
57,2000,19,0,-2.8289473684210527
58,50,14,1,-9.326666666666666
58,100,14,2,-14.99375
58,150,8,3,-29.413636363636364
58,200,14,0,-2.8642857142857143
